image,label,image1,pixel_weight,image_weight
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_80_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_80_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_80_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_80_t2.nii.gz,0.3693865439049283
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_199_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_199_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_199_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_199_t2.nii.gz,0.37046284935194307
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_86_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_86_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_86_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_86_t2.nii.gz,0.37248007891929313
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_95_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_95_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_95_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_95_t2.nii.gz,0.37448531590150985
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_78_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_78_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_78_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_78_t2.nii.gz,0.3777949063013016
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_196_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_196_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_196_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_196_t2.nii.gz,0.37804728138203525
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_5_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_5_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_5_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_5_t2.nii.gz,0.3805766457005551
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_228_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_228_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_228_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_228_t2.nii.gz,0.3824633946036427
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_109_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_109_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_109_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_109_t2.nii.gz,0.3857150992961845
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_152_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_152_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_152_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_152_t2.nii.gz,0.3870491790771484
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_229_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_229_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_229_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_229_t2.nii.gz,0.38830572871838587
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_205_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_205_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_205_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_205_t2.nii.gz,0.3883602959769113
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_45_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_45_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_45_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_45_t2.nii.gz,0.38933871342585635
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_157_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_157_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_157_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_157_t2.nii.gz,0.39145061575954304
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_183_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_183_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_183_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_183_t2.nii.gz,0.3914512927715595
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_102_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_102_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_102_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_102_t2.nii.gz,0.3920568089906861
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_77_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_77_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_77_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_77_t2.nii.gz,0.39342032538519967
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_118_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_118_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_118_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_118_t2.nii.gz,0.3936870868389423
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_237_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_237_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_237_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_237_t2.nii.gz,0.3945284162248884
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_124_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_124_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_124_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_124_t2.nii.gz,0.3945527443519005
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_193_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_193_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_193_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_193_t2.nii.gz,0.39602807213473673
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_116_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_116_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_116_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_116_t2.nii.gz,0.3971589352904248
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_41_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_41_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_41_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_41_t2.nii.gz,0.39740256657676093
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_46_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_46_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_46_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_46_t2.nii.gz,0.3981685433336484
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_235_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_235_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_235_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_235_t2.nii.gz,0.3987139734728583
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_64_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_64_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_64_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_64_t2.nii.gz,0.3991281149779982
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_94_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_94_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_94_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_94_t2.nii.gz,0.40182228975517803
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_197_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_197_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_197_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_197_t2.nii.gz,0.4020635045315009
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_110_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_110_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_110_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_110_t2.nii.gz,0.40274194376358136
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_203_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_203_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_203_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_203_t2.nii.gz,0.4030581934594958
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_176_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_176_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_176_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_176_t2.nii.gz,0.40328659882416595
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_231_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_231_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_231_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_231_t2.nii.gz,0.40353139241536456
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_115_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_115_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_115_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_115_t2.nii.gz,0.40360662136697595
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_60_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_60_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_60_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_60_t2.nii.gz,0.4043046549746865
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_105_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_105_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_105_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_105_t2.nii.gz,0.40435186315465854
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_233_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_233_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_233_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_233_t2.nii.gz,0.4046813001130757
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_149_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_149_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_149_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_149_t2.nii.gz,0.40539699647484756
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_133_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_133_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_133_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_133_t2.nii.gz,0.4054058146926592
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_127_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_127_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_127_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_127_t2.nii.gz,0.40562301420829666
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_119_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_119_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_119_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_119_t2.nii.gz,0.40645659597296463
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_6_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_6_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_6_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_6_t2.nii.gz,0.408110298045244
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_62_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_62_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_62_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_62_t2.nii.gz,0.4087602698284647
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_59_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_59_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_59_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_59_t2.nii.gz,0.4093287398175495
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_61_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_61_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_61_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_61_t2.nii.gz,0.4093868031221278
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_220_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_220_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_220_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_220_t2.nii.gz,0.40964881020181176
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_165_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_165_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_165_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_165_t2.nii.gz,0.4097499689779991
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_248_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_248_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_248_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_248_t2.nii.gz,0.40985656299179407
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_73_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results_dual/m-vst1s_dsbn_t1t2_gan_smallplus_i-t2-train/vs_gk_73_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_73_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/twostage_sub_cyc_arr/vs_gk_73_t2.nii.gz,0.410744091796875
